customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,default,owns_car,tenure,,,,,,,,,,,,
1770,Chrysler,Vasile,Female,63,1995-04-10,Junior Executive,n/a,Mass Customer,N,ð¾ ð ð ð ð ð ð ð§,Yes,7,,,,,,,,,,,,
1771,Zarah,Santello,Female,1,1974-11-01,Geological Engineer,Manufacturing,Mass Customer,N,Â¸ËÃâÄ±ËÃÂ¯ËÂ¿,Yes,14,,,,,,,,,,,,
1772,Michael,Foulis,Male,98,1984-07-07,Financial Analyst,Financial Services,High Net Worth,N,"''''""",Yes,14,,,,,,,,,,,,
1773,Nickolas,Guittet,U,82,,,IT,Mass Customer,N,,Yes,,,,,,,,,,,,,
1774,Vidovik,Astall,Male,48,1978-11-01,Compensation Analyst,Financial Services,Mass Customer,N,ð¾ ð ð ð ð ð ð ð,Yes,18,,,,,,,,,,,,
1775,Kimberly,Dishmon,Female,73,1995-10-01,Actuary,Financial Services,Affluent Customer,N,ç¤¾æç§å,No,3,,,,,,,,,,,,
1776,Korey,Gate,Male,77,1978-08-26,Accountant I,Financial Services,Affluent Customer,N,`ââ¬â¹âºï¬ï¬â¡Â°Â·ââÂ±,No,10,,,,,,,,,,,,
1777,Lucinda,Jerok,Female,47,1994-05-02,Sales Representative,Retail,Affluent Customer,N,1-Feb,No,1,,,,,,,,,,,,
1778,Emera,Margrem,Female,72,2000-07-30,Staff Accountant III,n/a,Mass Customer,N,ÅâÂ´Â®â Â¥Â¨ËÃ¸Ïââ,Yes,2,,,,,,,,,,,,
1779,Krishnah,Firmage,Male,55,1996-11-19,Information Systems Manager,Argiculture,Affluent Customer,N,"''''""",No,5,,,,,,,,,,,,
1780,Maude,Tixier,U,52,,Research Associate,IT,Mass Customer,N,,No,,,,,,,,,,,,,
1781,Sammie,Uglow,Male,63,1965-07-26,Data Coordiator,n/a,Affluent Customer,N,,No,17,,,,,,,,,,,,
1782,Ewen,Emes,Male,47,1966-12-22,Pharmacist,Health,Affluent Customer,N,",./;'[]\-=",Yes,9,,,,,,,,,,,,
1783,Brett,McCalister,Male,55,1995-07-30,,Retail,Mass Customer,N,"'""''''""",Yes,7,,,,,,,,,,,,
1784,Louella,O' Timony,Female,37,1994-10-15,GIS Technical Architect,Manufacturing,Mass Customer,N,1.00E+02,Yes,6,,,,,,,,,,,,
1785,Marty,Whatford,Male,23,1960-12-10,Clinical Specialist,Health,Mass Customer,N,ÅâÂ´â°ËÃÂ¨ËÃâââ,No,19,,,,,,,,,,,,
1786,Lonee,Gorce,Female,70,1962-03-20,Administrative Assistant III,Argiculture,High Net Worth,N,â£,Yes,11,,,,,,,,,,,,
1787,Tull,Godehard.sf,Male,2,1976-11-21,Executive Secretary,Retail,High Net Worth,N,1,Yes,13,,,,,,,,,,,,
1788,Anna-diana,Kurten,Female,79,1964-08-10,Account Representative IV,Financial Services,High Net Worth,N,ã½à¼¼àºÙÍàºà¼½ï¾ ã½à¼¼àºÙÍàºà¼½ï¾,Yes,10,,,,,,,,,,,,
1789,Talya,Darycott,Female,44,1986-08-29,Analog Circuit Design manager,Property,Mass Customer,N,Â¡â¢Â£Â¢âÂ§Â¶â¢ÂªÂºââ ,No,9,,,,,,,,,,,,
1790,Vite,Molyneux,Male,90,1993-09-25,Budget/Accounting Analyst IV,Health,Affluent Customer,N,`ââ¬â¹âºï¬ï¬â¡Â°Â·ââÂ±,No,1,,,,,,,,,,,,
1791,Ninon,Van Der Hoog,Female,20,1974-12-25,Data Coordiator,IT,Affluent Customer,N,<svg><script>0<1>alert('XSS')</script>,Yes,19,,,,,,,,,,,,
1792,Dunstan,Kegley,Male,1,1988-04-07,,Financial Services,Mass Customer,N,-1,No,15,,,,,,,,,,,,
1793,Hewett,Handes,Male,19,1989-06-14,Actuary,Financial Services,Mass Customer,N,Ì¡ÍÍÌIÍÌÌÌ¦nÍÍÍvÌ®Ì«okÌ²Ì«ÌÍiÌÍÌ,Yes,2,,,,,,,,,,,,
1794,Caro,McKirton,Female,53,1969-03-10,Administrative Officer,Property,Mass Customer,N,ç¤¾æç§å,No,8,,,,,,,,,,,,
1795,Wally,Rebbeck,Male,40,1977-09-21,Internal Auditor,Manufacturing,Affluent Customer,N,1.00E+02,No,7,,,,,,,,,,,,
1796,Cayla,Marcus,Female,79,1969-11-28,Desktop Support Technician,Manufacturing,High Net Worth,N,ç°ä¸,Yes,8,,,,,,,,,,,,
1797,Basile,Le Floch,Male,49,1974-05-16,Assistant Professor,n/a,Mass Customer,N,(â¯Â°â¡Â°ï¼â¯ï¸µ â»ââ»),No,8,,,,,,,,,,,,
1798,Eunice,Risom,Female,46,2000-10-11,Electrical Engineer,Manufacturing,High Net Worth,N,ì¸ëë°í ë¥´,Yes,1,,,,,,,,,,,,
1799,Tito,Brash,Male,81,1977-12-23,,n/a,Affluent Customer,N,"__ï¾(,_,*)",No,17,,,,,,,,,,,,
1800,Dianemarie,Hatherall,Female,30,1955-09-23,Executive Secretary,Argiculture,High Net Worth,N,00ËÆ$-,No,11,,,,,,,,,,,,
1801,Bendix,Olivella,Male,48,1976-12-23,Legal Assistant,Manufacturing,Affluent Customer,N,"__ï¾(,_,*)",No,21,,,,,,,,,,,,
1802,Lizzie,Duke,Female,3,1973-04-11,Nuclear Power Engineer,Manufacturing,Mass Customer,N,-$ 100.00,No,7,,,,,,,,,,,,
1803,Clarinda,Edlyn,Female,75,1988-01-13,,n/a,Mass Customer,N,Ì¡ÍÍÌIÍÌÌÌ¦nÍÍÍvÌ®Ì«okÌ²Ì«ÌÍiÌÍÌ,No,6,,,,,,,,,,,,
1804,Matelda,Kordas,Female,91,1963-03-28,Product Engineer,Property,Affluent Customer,N,âð¿ ðªð¿ ðð¿ ðð¿ ðð¿ ðð¿,No,4,,,,,,,,,,,,
1805,Venus,Sketch,Female,90,1976-10-15,Budget/Accounting Analyst II,Financial Services,Mass Customer,N,"""'",No,12,,,,,,,,,,,,
1806,Gil,De Gregorio,U,95,,Software Test Engineer IV,IT,Mass Customer,N,,No,,,,,,,,,,,,,
1807,Pollyanna,Serjeantson,Female,45,1955-03-15,Help Desk Operator,n/a,High Net Worth,N,1.00E+02,Yes,16,,,,,,,,,,,,
1808,Charles,Carren,Male,98,1965-12-15,Information Systems Manager,Retail,High Net Worth,N,á,No,17,,,,,,,,,,,,
1809,Reba,Southon,Female,67,1961-01-26,Programmer II,Health,Mass Customer,N,ç¤¾æç§å,Yes,19,,,,,,,,,,,,
1810,Royall,Terris,Male,98,1959-05-06,Geological Engineer,Manufacturing,High Net Worth,N,Ù¡Ù¢Ù£,No,16,,,,,,,,,,,,
1811,Sylvan,Sugge,Male,59,1999-10-13,,Financial Services,Mass Customer,N,Â¸ËÃâÄ±ËÃÂ¯ËÂ¿,No,1,,,,,,,,,,,,
1812,Daffi,Sewley,Female,20,1959-07-11,Clinical Specialist,Health,Affluent Customer,N,0ï¸â£ 1ï¸â£ 2ï¸â£ 3ï¸â£ 4ï¸â£ 5ï¸â£ 6ï¸â£ 7ï¸â£ 8ï¸â£ 9ï¸â£ ð,No,14,,,,,,,,,,,,
1813,Reeva,Eakeley,Female,45,2001-05-19,Technical Writer,Manufacturing,Mass Customer,N,ï¼ï¼ï¼,No,1,,,,,,,,,,,,
1814,Shawn,Platfoot,Female,33,1988-08-18,Web Designer IV,Retail,Affluent Customer,N,TÌÌ,No,17,,,,,,,,,,,,
1815,Bab,Bingall,Female,23,1954-03-26,Software Test Engineer I,Argiculture,Mass Customer,N,(â¯Â°â¡Â°ï¼â¯ï¸µ â»ââ»),Yes,19,,,,,,,,,,,,
1816,Lonni,Andrichak,Female,68,1977-02-25,,Argiculture,Mass Customer,N,Ì¦HÍÌ¬Ì¤ÌÌ¤eÍ ÍÌÌ¥ÌÌ»ÍÌwÌhÌÌ¯ÍoÌÍÌÍÌ±Ì® ÒÌºÌÌÌÍWÌ·Ì¼Ì,No,18,,,,,,,,,,,,
1817,Jozef,Frizzell,Male,32,1975-03-13,Graphic Designer,n/a,High Net Worth,N,(ï½¡â â âï½¡),No,19,,,,,,,,,,,,
1818,Katha,Lockhurst,Female,64,1967-04-01,Assistant Media Planner,Entertainment,Mass Customer,N,1/0,Yes,11,,,,,,,,,,,,
1819,Deedee,Fransinelli,Female,26,1994-11-23,Graphic Designer,Entertainment,Mass Customer,N,ã½à¼¼àºÙÍàºà¼½ï¾ ã½à¼¼àºÙÍàºà¼½ï¾,Yes,8,,,,,,,,,,,,
1820,Yard,Teeney,Male,12,1996-04-02,Software Engineer II,IT,Affluent Customer,N,â¦testâ§,No,5,,,,,,,,,,,,
1821,Fields,Bayne,Male,89,1972-03-09,Web Developer IV,Entertainment,High Net Worth,N,â£,Yes,15,,,,,,,,,,,,
1822,Trudie,Capper,Female,67,1962-09-18,,Financial Services,Mass Customer,N,nil,No,9,,,,,,,,,,,,
1823,Trude,Rizzardo,Female,29,1974-05-24,VP Quality Control,n/a,High Net Worth,N,ã½à¼¼àºÙÍàºà¼½ï¾ ã½à¼¼àºÙÍàºà¼½ï¾,No,10,,,,,,,,,,,,
1824,Robbie,Yakubovics,Female,12,1959-10-12,Safety Technician III,Manufacturing,Affluent Customer,N,ï¼ï¼ï¼,Yes,5,,,,,,,,,,,,
1825,Arv,Whitsey,Male,82,1967-02-14,VP Quality Control,Financial Services,Mass Customer,N,1.00E+02,Yes,17,,,,,,,,,,,,
1826,Jareb,Langcaster,Male,33,1961-01-10,Chemical Engineer,Manufacturing,High Net Worth,N,×Ö¸×Ö°×ªÖ¸×testØ§ÙØµÙØ,Yes,7,,,,,,,,,,,,
1827,Stormie,Smyth,Female,92,1978-01-15,Sales Representative,Retail,Affluent Customer,N,Ì¡ÍÍÌIÍÌÌÌ¦nÍÍÍvÌ®Ì«okÌ²Ì«ÌÍiÌÍÌ,Yes,18,,,,,,,,,,,,
1828,Leigha,Bacchus,Female,65,1987-12-02,Junior Executive,Manufacturing,Affluent Customer,N,<script>alert('hi')</script>,No,14,,,,,,,,,,,,
1829,Darcy,Jaslem,Male,82,1980-10-29,Editor,n/a,Mass Customer,N,(ï¾à²¥çà²¥ï¼ï¾ï»¿ â»ââ»,No,14,,,,,,,,,,,,
1830,Nathan,Antognazzi,Male,98,1985-04-30,Software Consultant,Manufacturing,High Net Worth,N,ï½ï½¨(Â´âï½â©,No,12,,,,,,,,,,,,
1831,Lisle,Yokel,Male,58,1977-11-13,Social Worker,Health,Mass Customer,N,1.00E+02,No,15,,,,,,,,,,,,
1832,Elicia,Normanvill,Female,53,1964-11-05,Programmer Analyst III,Manufacturing,Mass Customer,N,0ï¸â£ 1ï¸â£ 2ï¸â£ 3ï¸â£ 4ï¸â£ 5ï¸â£ 6ï¸â£ 7ï¸â£ 8ï¸â£ 9ï¸â£ ð,Yes,12,,,,,,,,,,,,
1833,Klemens,Eite,Male,67,1967-03-15,Actuary,Financial Services,High Net Worth,N,á,Yes,19,,,,,,,,,,,,
1834,Otes,Gottelier,Male,84,1977-06-30,Director of Sales,Financial Services,High Net Worth,N,âð¿ ðªð¿ ðð¿ ðð¿ ðð¿ ðð¿,Yes,11,,,,,,,,,,,,
1835,Rodrigo,Felce,Male,48,1993-06-30,Financial Advisor,Financial Services,Affluent Customer,N,ï½ï½¨(Â´âï½â©,Yes,1,,,,,,,,,,,,
1836,Rochella,Harce,Female,54,1955-06-05,Research Nurse,Health,Mass Customer,N,../../../../../../../../../../../etc/passwd%00,Yes,13,,,,,,,,,,,,
1837,Tirrell,Cosgreave,Male,9,1973-12-29,Account Coordinator,Manufacturing,Mass Customer,N,ï½ï½¨(Â´âï½â©,Yes,19,,,,,,,,,,,,
1838,Jobina,Dudenie,Female,14,1964-11-25,Business Systems Development Analyst,Financial Services,Affluent Customer,N,1.00E+02,Yes,12,,,,,,,,,,,,
1839,Faythe,Rance,Female,60,1987-05-08,Internal Auditor,Entertainment,High Net Worth,N,Î©âÃ§ââ«ËÂµâ¤â¥Ã·,Yes,5,,,,,,,,,,,,
1840,Sherman,Gullen,Male,22,1977-11-04,Staff Scientist,Argiculture,High Net Worth,N,â£,Yes,20,,,,,,,,,,,,
1841,Nathanial,D'Ambrogi,Male,63,1995-10-22,Administrative Assistant III,Argiculture,Affluent Customer,N,<script>alert('hi')</script>,No,2,,,,,,,,,,,,
1842,Ephrayim,Beville,Male,89,1977-02-27,Accountant IV,Financial Services,Mass Customer,N,â°â´âµ,No,8,,,,,,,,,,,,
1843,Kennett,Attack,Male,96,1984-09-08,Recruiting Manager,n/a,Mass Customer,N,',Yes,4,,,,,,,,,,,,
1844,Amaleta,Slafford,Female,71,1975-10-21,Product Engineer,n/a,Mass Customer,N,Ø«Ù ÙÙØ³ Ø³ÙØ·Øª ÙØ¨Ø§ÙØªØ,No,12,,,,,,,,,,,,
1845,Pascal,Veronique,Male,34,1978-01-16,General Manager,Financial Services,Mass Customer,N,â©testâ©,No,6,,,,,,,,,,,,
1846,Lorette,Daspar,Female,4,1978-12-18,Senior Editor,Manufacturing,Affluent Customer,N,ðµ ð ð ð,No,7,,,,,,,,,,,,
1847,Bobinette,Stanaway,Female,68,1978-02-04,Executive Secretary,Manufacturing,Mass Customer,N,"""'",No,6,,,,,,,,,,,,
1848,Dev,Caghan,Male,22,1976-11-25,Information Systems Manager,Manufacturing,Mass Customer,N,",./;'[]\-=",No,9,,,,,,,,,,,,
1849,Jess,Bollans,Male,6,1958-07-01,,Retail,Mass Customer,N,!@#$%^&*(),Yes,5,,,,,,,,,,,,
1850,Dare,Wasling,Male,4,1978-05-16,Biostatistician II,Manufacturing,High Net Worth,N,(â¯Â°â¡Â°ï¼â¯ï¸µ â»ââ»),No,7,,,,,,,,,,,,
1851,Miles,Fallows,Male,20,1974-03-18,Account Representative II,n/a,Mass Customer,N,â©testâ©,No,13,,,,,,,,,,,,
1852,Darby,Shailer,Female,22,1978-01-21,Research Associate,Manufacturing,Affluent Customer,N,"''''""",No,18,,,,,,,,,,,,
1853,Agathe,Dimmick,Female,67,1987-06-20,Recruiter,n/a,Mass Customer,N,",./;'[]\-=",Yes,17,,,,,,,,,,,,
1854,Mandie,Jeger,Female,11,1978-09-12,Community Outreach Specialist,n/a,High Net Worth,N,"""'",Yes,17,,,,,,,,,,,,
1855,Foss,Yanele,Male,2,1971-07-08,Librarian,Entertainment,Mass Customer,N,â¡,Yes,18,,,,,,,,,,,,
1856,Toni,Harbidge,Female,57,1969-07-20,Associate Professor,Retail,Mass Customer,N,â°â´âµâââ,No,4,,,,,,,,,,,,
1857,Purcell,Chinnery,Male,57,1968-09-20,Marketing Manager,Manufacturing,Affluent Customer,N,"<>?:""{}|_+",Yes,5,,,,,,,,,,,,
1858,Gabriella,,Female,30,1957-04-26,Senior Sales Associate,Manufacturing,High Net Worth,N,á,Yes,11,,,,,,,,,,,,
1859,Melamie,Hardman,Female,81,1990-04-08,Accountant IV,IT,High Net Worth,N,../../../../../../../../../../../etc/hosts,Yes,12,,,,,,,,,,,,
1860,Holly-anne,Hamman,Female,4,1976-12-28,Nuclear Power Engineer,Manufacturing,Mass Customer,N,â£,Yes,17,,,,,,,,,,,,
1861,Charlena,Muzzi,Female,26,1967-07-18,Geological Engineer,Manufacturing,Mass Customer,N,(â¯Â°â¡Â°ï¼â¯ï¸µ â»ââ»),Yes,8,,,,,,,,,,,,
1862,Daron,Umpleby,Female,24,1980-06-29,,Health,High Net Worth,N,"×Ö¼Ö°×¨Öµ××©×Ö´××ª, ×Ö¼Ö¸×¨Ö¸× ×Ö±×Ö¹×Ö´××, ×Öµ×ª ×Ö·×©Ö¼×Ö¸×Ö·×Ö´×, ×Ö°×Öµ×ª ×Ö¸×Ö¸×¨Ö¶×¥",Yes,4,,,,,,,,,,,,
1863,Adelbert,Doelle,Male,10,1978-05-11,VP Product Management,Telecommunications,High Net Worth,N,testâ testâ«,No,20,,,,,,,,,,,,
1864,Anet,Pellitt,Female,45,1960-07-03,Senior Quality Engineer,Retail,Mass Customer,N,"<>?:""{}|_+",No,18,,,,,,,,,,,,
1865,Isabelita,Kitchener,Female,35,1997-12-24,Office Assistant III,n/a,Mass Customer,N,ð,No,3,,,,,,,,,,,,
1866,Huberto,Bazylets,Male,27,1992-10-07,Marketing Manager,Manufacturing,Mass Customer,N,ZÌ®ÌÍÌ ÍÍAÌ¥ÌÌÍÌ»ÌLÌ£ÍÍÌ¯Ì¹ÌÍGÌ»OÌ,No,2,,,,,,,,,,,,
1867,Tonya,Ritmeier,Female,96,1986-04-16,Senior Developer,n/a,Affluent Customer,N,ï¾ï½¥â¿ã¾â²(ï½¡ââ¿âï½¡)â±â¿ï½¥ï¾,No,3,,,,,,,,,,,,
1868,Aloisia,Ivel,Female,11,1988-06-22,Assistant Manager,Retail,Mass Customer,N,1'; DROP TABLE users--,No,10,,,,,,,,,,,,
1869,Neda,Longfellow,Female,73,1977-10-19,Geologist IV,Financial Services,High Net Worth,N,ð ð ±ð ¹ð ±ð ±¸ð ²ð ³,Yes,9,,,,,,,,,,,,
1870,Alikee,Sjollema,Female,24,1973-01-16,Graphic Designer,n/a,Affluent Customer,N,â°â´âµâââ,No,9,,,,,,,,,,,,
1871,Shayna,McQuin,Female,52,1994-01-23,Senior Cost Accountant,Financial Services,High Net Worth,N,(ï¾à²¥çà²¥ï¼ï¾ï»¿ â»ââ»,Yes,8,,,,,,,,,,,,
1872,Leif,Feeney,Male,75,1973-05-28,Help Desk Technician,Manufacturing,Mass Customer,N,ï½ï½¨(Â´âï½â©,Yes,14,,,,,,,,,,,,
1873,Raul,Cabrer,Male,49,1992-07-09,General Manager,Manufacturing,Affluent Customer,N,ÃÃÃÃËÃÃï£¿ÃÃÃâ,Yes,4,,,,,,,,,,,,
1874,Nickolai,McChesney,Male,17,1957-09-29,,Argiculture,High Net Worth,N,â¢,Yes,7,,,,,,,,,,,,
1875,Amory,Bohler,Male,4,1959-01-11,Staff Scientist,Retail,High Net Worth,N,/dev/null; touch /tmp/blns.fail ; echo,Yes,19,,,,,,,,,,,,
1876,Borden,Wooles,Male,16,1977-05-28,Recruiting Manager,Financial Services,Affluent Customer,N,é¨è½æ ¼,No,21,,,,,,,,,,,,
1877,Radcliffe,Bartolomeoni,Male,13,1966-09-09,Associate Professor,Financial Services,High Net Worth,N,',Yes,16,,,,,,,,,,,,
1878,Pen,Hedgecock,Male,6,1954-11-06,Account Coordinator,Health,Affluent Customer,N,â«testâ«,No,10,,,,,,,,,,,,
1879,Kermy,Heningam,Male,4,1967-04-25,Account Representative I,Manufacturing,High Net Worth,N,ZÌ®ÌÍÌ ÍÍAÌ¥ÌÌÍÌ»ÌLÌ£ÍÍÌ¯Ì¹ÌÍGÌ»OÌ,No,5,,,,,,,,,,,,
1880,Garrett,Dommett,Male,50,1972-08-11,,n/a,High Net Worth,N,1,No,17,,,,,,,,,,,,
1881,Gherardo,Lahy,Male,61,1957-12-10,Quality Control Specialist,n/a,Affluent Customer,N,ÃÃÃÃËÃÃï£¿ÃÃÃâ,Yes,12,,,,,,,,,,,,
1882,Justin,Ragless,Male,86,1964-05-05,Account Executive,Manufacturing,Affluent Customer,N,,No,10,,,,,,,,,,,,
1883,Jinny,Cawood,Female,6,1991-08-13,,Health,Mass Customer,N,ÌÌºÍÌ¹Ì¯ÍTÌ±Ì¤ÍÌ¥ÍÍhÍÌ²eÍÍÌ¼ÌÌÌ¼Ì£Í ÍÌÌ±Ì ÍÍÍNÍ ÍeÌÌ±zÌÌÌÌºÍpÌ¤ÌºÌ¹ÍÌ¯ÍeÍÌ Ì»Ì rÌ¨Ì¤ÍÌºÌÍÌÌdÍÌ ÌÌ,No,6,,,,,,,,,,,,
1884,Aurore,Buckmaster,Female,19,1969-11-25,,Manufacturing,Mass Customer,N,-$ 1.00,Yes,17,,,,,,,,,,,,
1885,Jerome,Sheavills,Male,18,1982-10-27,Software Consultant,Health,High Net Worth,N,×Ö¸×Ö°×ªÖ¸×testØ§ÙØµÙØ,Yes,11,,,,,,,,,,,,
1886,Eugenie,Belcham,Female,35,1978-09-22,Nurse,IT,Affluent Customer,N,0ï¸â£ 1ï¸â£ 2ï¸â£ 3ï¸â£ 4ï¸â£ 5ï¸â£ 6ï¸â£ 7ï¸â£ 8ï¸â£ 9ï¸â£ ð,No,18,,,,,,,,,,,,
1887,Kynthia,Purcer,Female,22,1965-06-22,Director of Sales,IT,Affluent Customer,N,"'""''''""",Yes,8,,,,,,,,,,,,
1888,Sibyl,Scholtz,Female,67,2002-01-26,Food Chemist,Health,Mass Customer,N,NULL,Yes,1,,,,,,,,,,,,
1889,Dare,,Male,98,1973-07-07,Quality Control Specialist,Retail,Affluent Customer,N,Ì¡ÍÍÌIÍÌÌÌ¦nÍÍÍvÌ®Ì«okÌ²Ì«ÌÍiÌÍÌ,No,11,,,,,,,,,,,,
1890,Carce,Gunthorp,Male,89,1972-10-08,Analyst Programmer,Financial Services,Mass Customer,N,åè£½æ¼¢èª,No,7,,,,,,,,,,,,
1891,Neville,Bloyes,Male,6,1990-03-02,Marketing Manager,Retail,Mass Customer,N,ÅâÂ´Â®â Â¥Â¨ËÃ¸Ïââ,Yes,19,,,,,,,,,,,,
1892,Allyson,Pinsent,Female,48,1995-09-07,,Retail,High Net Worth,N,() { 0; }; touch /tmp/blns.shellshock1.fail;,Yes,2,,,,,,,,,,,,
1893,Gunar,Sleit,Male,25,1968-04-22,Administrative Officer,n/a,Mass Customer,N,Ã¥ÃâÆÂ©ËâËÂ¬â¦Ã¦,No,5,,,,,,,,,,,,
1894,Patten,Laytham,Male,86,1976-04-01,Automation Specialist III,Manufacturing,High Net Worth,N,null,Yes,17,,,,,,,,,,,,
1895,Leese,Lohan,Female,53,1975-09-02,Technical Writer,Manufacturing,Mass Customer,N,á,No,15,,,,,,,,,,,,
1896,Garald,Brasner,Male,13,1995-04-30,Project Manager,n/a,High Net Worth,N,â¦testâ§,No,1,,,,,,,,,,,,
1897,Cosette,Callar,Female,58,1997-08-20,Product Engineer,n/a,Mass Customer,N,ã,Yes,1,,,,,,,,,,,,
1898,Katalin,Mantz,Female,67,1979-11-24,Developer III,Manufacturing,Affluent Customer,N,Î©âÃ§ââ«ËÂµâ¤â¥Ã·,Yes,12,,,,,,,,,,,,
1899,Lambert,Vardey,Male,29,1997-09-02,,Retail,Affluent Customer,N,ã½à¼¼àºÙÍàºà¼½ï¾ ã½à¼¼àºÙÍàºà¼½ï¾,Yes,4,,,,,,,,,,,,
1900,Noland,Larder,Male,67,1980-08-15,Safety Technician II,Financial Services,Affluent Customer,N,-1,Yes,19,,,,,,,,,,,,
1901,Vail,Southernwood,Male,40,1977-08-22,Budget/Accounting Analyst I,Argiculture,Affluent Customer,N,1.00E+02,No,8,,,,,,,,,,,,
1902,Camille,Vallintine,Female,48,1964-12-01,Environmental Tech,Financial Services,Mass Customer,N,0ï¸â£ 1ï¸â£ 2ï¸â£ 3ï¸â£ 4ï¸â£ 5ï¸â£ 6ï¸â£ 7ï¸â£ 8ï¸â£ 9ï¸â£ ð,Yes,4,,,,,,,,,,,,
1903,Tucky,Pizzie,Male,8,1973-11-20,Project Manager,n/a,High Net Worth,N,00ËÆ$-,Yes,4,,,,,,,,,,,,
1904,Nert,Muglestone,Female,60,1978-01-25,Technical Writer,IT,High Net Worth,N,Ã¥ÃâÆÂ©ËâËÂ¬â¦Ã¦,Yes,14,,,,,,,,,,,,
1905,Corabelle,,Female,21,1953-09-17,Help Desk Technician,Manufacturing,Affluent Customer,N,00ËÆ$-,No,15,,,,,,,,,,,,
1906,Waylan,Katte,Male,69,1988-04-24,Product Engineer,Retail,Mass Customer,N,,No,22,,,,,,,,,,,,
1907,Lind,Dredge,Male,69,1974-11-04,VP Sales,Health,High Net Worth,N,$ 1.00,No,18,,,,,,,,,,,,
1908,Jaquelyn,Workman,Female,2,1963-12-10,Help Desk Technician,Financial Services,High Net Worth,N,â¦testâ§,Yes,6,,,,,,,,,,,,
1909,Drucill,Laurand,Female,32,1984-12-11,Research Assistant II,Argiculture,Affluent Customer,N,$ 1.00,Yes,13,,,,,,,,,,,,
1910,Yovonnda,Warrior,Female,20,1959-07-13,Systems Administrator I,Property,High Net Worth,N,1,Yes,14,,,,,,,,,,,,
1911,Hallsy,De Leek,Male,22,1980-06-08,Director of Sales,Manufacturing,Mass Customer,N,ï¾ï½¥â¿ã¾â²(ï½¡ââ¿âï½¡)â±â¿ï½¥ï¾,No,3,,,,,,,,,,,,
1912,Hall,Grouer,Male,36,1992-11-04,Account Coordinator,Manufacturing,High Net Worth,N,TÌÌ,No,7,,,,,,,,,,,,
1913,Tamiko,Fergie,Female,36,1973-11-02,Dental Hygienist,Health,Mass Customer,N,Ù¡Ù¢Ù£,Yes,17,,,,,,,,,,,,
1914,Clyve,Sandwick,Male,72,1968-06-21,VP Product Management,Financial Services,Mass Customer,N,ç¤¾æç§å,No,5,,,,,,,,,,,,
1915,Dusty,Tesimon,Female,40,1953-10-12,Social Worker,Health,Mass Customer,N,ðµ ð ð ð,Yes,12,,,,,,,,,,,,
1916,Redd,O'Crowley,Male,71,1995-03-05,Computer Systems Analyst II,Retail,High Net Worth,N,ã½à¼¼àºÙÍàºà¼½ï¾ ã½à¼¼àºÙÍàºà¼½ï¾,Yes,7,,,,,,,,,,,,
1917,Raquela,Schimpke,Female,7,1973-07-28,Senior Sales Associate,Argiculture,Affluent Customer,N,ÌÌºÍÌ¹Ì¯ÍTÌ±Ì¤ÍÌ¥ÍÍhÍÌ²eÍÍÌ¼ÌÌÌ¼Ì£Í ÍÌÌ±Ì ÍÍÍNÍ ÍeÌÌ±zÌÌÌÌºÍpÌ¤ÌºÌ¹ÍÌ¯ÍeÍÌ Ì»Ì rÌ¨Ì¤ÍÌºÌÍÌÌdÍÌ ÌÌ,Yes,8,,,,,,,,,,,,
1918,Devin,Sandeson,U,83,,Staff Accountant II,IT,Affluent Customer,N,,No,,,,,,,,,,,,,
1919,Bartie,Hartburn,Male,40,1960-12-23,VP Product Management,Argiculture,Mass Customer,N,Ù¡Ù¢Ù£,Yes,19,,,,,,,,,,,,
1920,Rutter,Marlen,Male,29,1988-01-06,Sales Associate,Financial Services,Mass Customer,N,â¢,No,13,,,,,,,,,,,,
1921,Cybill,Wakes,Female,70,1982-12-03,Accountant III,n/a,Mass Customer,N,ð,No,17,,,,,,,,,,,,
1922,Ailene,Tomkies,Female,7,1969-11-11,Speech Pathologist,n/a,High Net Worth,N,() { 0; }; touch /tmp/blns.shellshock1.fail;,Yes,5,,,,,,,,,,,,
1923,Immanuel,Farlamb,Male,52,1970-08-23,Health Coach IV,Health,Mass Customer,N,-1.00E+02,No,9,,,,,,,,,,,,
1924,Eolande,Kauscher,Female,94,1965-12-01,VP Product Management,n/a,Mass Customer,N,,Yes,14,,,,,,,,,,,,
1925,Amaleta,Dickens,Female,34,1982-01-28,,n/a,Mass Customer,N,Â¡â¢Â£Â¢âÂ§Â¶â¢ÂªÂºââ ,Yes,7,,,,,,,,,,,,
1926,Stefano,Menhenitt,Male,72,1957-11-15,Senior Cost Accountant,Financial Services,High Net Worth,N,",./;'[]\-=",Yes,10,,,,,,,,,,,,
1927,Masha,Bibbie,Female,11,1975-07-15,Software Test Engineer I,Manufacturing,Affluent Customer,N,ð¾ ð ð ð ð ð ð ð,Yes,8,,,,,,,,,,,,
1928,Sully,Dorling,Male,2,1977-09-24,Chemical Engineer,Manufacturing,High Net Worth,N,â°â´âµâââ,Yes,13,,,,,,,,,,,,
1929,Elka,Crossgrove,Female,79,1986-10-12,Food Chemist,Health,Affluent Customer,N,"''''""",No,20,,,,,,,,,,,,
